id;user_id;role;created_at
5c9e26a8-57b8-44ec-9d67-c35f40c33b95;bd9f9702-45ca-4275-a23b-6bf1040ee884;user;2026-01-02 07:34:38.91382+00
fd4f580b-5467-4073-af46-313d4ade441b;2d03ada6-0b70-4912-a389-1fd748b3794d;user;2026-01-02 07:34:39.515385+00
4d98a0aa-93d8-4171-8c2a-ae3d79a79d75;0864a180-95d1-491e-a7af-7ac68f5e6ae0;user;2026-01-17 18:40:54.317472+00
cc238ef5-ef95-4c2b-8bbe-b6b30f267387;0864a180-95d1-491e-a7af-7ac68f5e6ae0;admin;2026-01-17 18:40:54.452681+00
